Time,Output
0.0,0.0
0.130199,0.00889799999999985
0.140021,0.04654899999999995
0.149777,0.10253999999999985
0.160259,0.17577699999999985
0.169897,0.24667799999999995
0.180049,0.3164579999999999
0.190286,0.403621
0.199954,0.5069729999999999
0.210183,0.5876649999999999
0.220172,0.6658489999999999
0.229889,0.7611329999999998
0.239975,0.8534049999999997
0.250046,0.9427999999999999
0.260097,1.0100239999999998
0.269827,1.0750629999999999
0.280048,1.138139
0.290197,1.1992429999999998
0.300174,1.258446
0.310044,1.296245
0.320429,1.333191
0.330242,1.3689509999999998
0.339637,1.4032630000000001
0.349979,1.436743
0.360039,1.449666
0.370172,1.4425700000000001
0.380035,1.4553139999999998
0.390275,1.4678039999999999
0.400053,1.460212
0.410204,1.4333569999999998
0.41997,1.4074259999999998
0.430328,1.4017929999999998
0.440168,1.3768429999999998
0.45026,1.3526749999999998
0.460052,1.32928
0.47014,1.2870679999999999
0.479777,1.246199
0.489882,1.206619
0.500221,1.1682430000000001
0.510299,1.131012
0.520096,1.094931
0.530027,1.0600319999999999
0.540001,1.0067419999999998
0.550285,0.9550409999999998
0.560006,0.9244359999999998
0.570131,0.8948029999999998
0.579767,0.8465939999999998
0.589734,0.7998730000000001
0.599973,0.7740850000000001
0.610476,0.7491079999999999
0.620031,0.724918
0.630158,0.7014689999999999
0.640028,0.678779
0.650344,0.6567479999999999
0.660428,0.6548499999999999
0.669817,0.65306
0.679936,0.631831
0.690082,0.630728
0.699748,0.6491469999999999
0.710078,0.6475359999999999
0.720005,0.6459359999999998
0.730192,0.6635489999999999
0.739999,0.6809419999999999
0.750139,0.6981229999999998
0.759858,0.7144669999999997
0.77002,0.7303140000000001
0.779797,0.7456430000000001
0.790105,0.760445
0.800057,0.7748299999999999
0.809895,0.7888439999999999
0.819979,0.8218840000000001
0.830325,0.8538050000000001
0.839901,0.865305
0.850251,0.87646
0.860325,0.8872169999999999
0.86985,0.8977189999999997
0.880161,0.927367
0.889947,0.9560120000000001
0.90029,0.9643330000000001
0.910331,0.9723919999999999
0.919848,0.980259
0.929985,0.9879049999999998
0.940005,0.9952059999999998
0.950104,1.002315
0.959682,1.009244
0.970008,0.9964709999999999
0.980175,0.98404
0.9898,0.9914720000000001
0.999924,0.9987259999999998
1.010103,0.9862900000000001
1.019813,0.9741850000000001
1.030182,0.981921
1.039795,0.9699820000000001
1.049932,0.9583839999999999
1.060189,0.9471529999999999
1.070154,0.936224
1.079928,0.9451669999999999
1.090469,0.9344409999999999
1.100436,0.923948
1.110124,0.9137859999999998
1.12026,0.9038600000000001
1.13027,0.8942789999999998
1.140182,0.8851029999999998
1.149865,0.876142
1.159865,0.8674519999999999
1.170207,0.859056
1.179757,0.8509459999999998
1.189905,0.843062
1.20014,0.8354090000000001
1.209787,0.8280109999999998
1.220018,0.82081
1.229939,0.8138590000000001
1.239974,0.8071659999999998
1.250369,0.820114
1.259705,0.8131669999999998
1.270103,0.8064560000000001
1.279866,0.8194440000000001
1.289898,0.8125979999999997
1.299688,0.8058400000000001
1.310023,0.818716
1.32024,0.831018
1.330456,0.8431459999999997
1.340118,0.8357270000000001
1.350244,0.8283539999999998
1.359995,0.840679
1.369781,0.8526049999999998
1.379993,0.8641279999999998
1.390024,0.8556730000000001
1.400002,0.847837
1.410146,0.85944
1.4202,0.8707689999999999
1.430598,0.8818889999999999
1.440147,0.8926339999999999
1.449975,0.9031659999999999
1.460106,0.8935039999999999
1.469904,0.884314
1.479864,0.8949209999999999
1.490044,0.9051549999999999
1.500182,0.915046
1.509845,0.9051859999999998
1.520101,0.895615
1.53009,0.9058089999999999
1.540216,0.9156880000000001
1.549917,0.9057989999999998
1.560012,0.8961979999999998
1.570171,0.9063709999999998
1.579857,0.9162570000000001
1.590067,0.9063429999999999
1.600165,0.896749
1.609813,0.9069450000000001
1.619886,0.8973340000000001
1.630072,0.8879810000000001
1.639765,0.898404
1.650017,0.8890629999999999
1.660133,0.8799589999999997
1.669851,0.8906309999999997
1.679959,0.8815419999999998
1.689914,0.8726929999999997
1.699893,0.8835979999999999
1.710234,0.8747260000000001
1.719767,0.8660789999999998
1.729828,0.8772
1.740049,0.8879909999999998
1.750105,0.8789279999999999
1.7598,0.8702059999999998
1.769888,0.8811959999999999
1.779979,0.8723439999999998
1.7898,0.8638299999999999
1.799803,0.8750310000000001
1.810105,0.8663510000000001
1.819903,0.8580019999999997
1.830066,0.8694239999999998
1.840185,0.8804329999999998
1.849739,0.8716299999999999
1.859659,0.863132
1.870162,0.8743609999999997
1.879806,0.865747
1.890129,0.8573929999999998
1.900001,0.8687669999999998
1.910187,0.8798169999999998
1.919943,0.871094
1.929948,0.8624940000000001
1.940098,0.8736170000000001
1.94997,0.8650429999999998
1.960134,0.8567229999999999
1.970029,0.8681339999999997
1.980119,0.8792319999999998
1.990169,0.8704789999999998
1.99991,0.86202
2.01011,0.873321
2.020128,0.8842239999999999
2.029896,0.8751550000000001
2.040299,0.8663480000000001
2.04994,0.8777600000000001
2.060004,0.8889660000000001
2.069891,0.8800030000000001
2.080183,0.8711179999999998
2.089928,0.8820249999999998
2.100357,0.8926939999999999
2.109762,0.8835740000000001
2.12003,0.8746669999999999
2.130264,0.8854779999999998
2.140092,0.876501
2.150257,0.8678319999999997
2.159801,0.8788569999999998
2.170202,0.889559
2.179812,0.8805219999999998
2.190119,0.8717209999999997
2.200602,0.8826099999999999
2.209895,0.873699
2.219952,0.8651769999999999
2.230233,0.8763799999999999
2.239868,0.8871869999999997
2.250092,0.878201
2.259952,0.8694369999999998
